epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,456.25,2.26051,1.5647,1.05164,0.59366,0.53788,0.56172,0.26203,1.97124,1.35197,0.96505,0.000700378,0.000700378,0.000700378
43,467.055,2.24638,1.57367,1.04558,0.49899,0.5325,0.5128,0.24778,1.83432,1.31348,0.94285,0.000676802,0.000676802,0.000676802
44,477.843,2.23359,1.55931,1.04588,0.53341,0.53118,0.52726,0.24631,1.9178,1.33439,0.94945,0.000653226,0.000653226,0.000653226
45,488.64,2.21018,1.54179,1.04933,0.53201,0.55654,0.55947,0.2774,1.92104,1.29512,0.95575,0.00062965,0.00062965,0.00062965
46,499.414,2.21497,1.52675,1.03442,0.52186,0.58207,0.56879,0.30888,1.74752,1.22913,0.9277,0.000606074,0.000606074,0.000606074
47,510.31,2.18205,1.51576,1.03159,0.57238,0.60381,0.61509,0.32401,1.81234,1.26701,0.93675,0.000582497,0.000582497,0.000582497
48,521.142,2.1634,1.48265,1.02908,0.57585,0.57483,0.58472,0.2904,1.82145,1.26556,0.94012,0.000558921,0.000558921,0.000558921
49,531.991,2.16688,1.48807,1.0373,0.60212,0.56744,0.56617,0.27999,1.76238,1.24404,0.92677,0.000535345,0.000535345,0.000535345
50,542.709,2.18803,1.48719,1.03537,0.64482,0.54223,0.59087,0.27711,1.92536,1.2905,0.94648,0.000511769,0.000511769,0.000511769
51,553.537,2.13537,1.47939,1.03072,0.57631,0.67401,0.62417,0.31454,1.75395,1.21498,0.93146,0.000488193,0.000488193,0.000488193
52,564.306,2.10829,1.44981,1.01797,0.61047,0.62549,0.60393,0.31714,1.88771,1.26437,0.94305,0.000464617,0.000464617,0.000464617
53,575.028,2.10932,1.43058,1.01754,0.56861,0.64474,0.599,0.29505,1.87834,1.23996,0.94614,0.000441041,0.000441041,0.000441041
54,585.728,2.1067,1.43566,1.01826,0.59132,0.65809,0.62454,0.32675,1.82079,1.19796,0.93503,0.000417464,0.000417464,0.000417464
55,596.452,2.09384,1.41021,1.01473,0.62112,0.65222,0.61083,0.29269,1.84055,1.20733,0.93903,0.000393888,0.000393888,0.000393888
56,607.111,2.10515,1.42231,1.011,0.58558,0.5887,0.61092,0.30736,1.71053,1.1575,0.92232,0.000370312,0.000370312,0.000370312
57,617.89,2.11411,1.43246,1.01367,0.58881,0.61934,0.62328,0.32709,1.68744,1.16002,0.91942,0.000346736,0.000346736,0.000346736
58,628.63,2.09144,1.40801,1.01321,0.57355,0.64131,0.61489,0.3195,1.74047,1.17805,0.927,0.00032316,0.00032316,0.00032316
59,639.417,2.07197,1.39217,1.00751,0.51944,0.59853,0.59384,0.29173,1.73276,1.19962,0.92606,0.000299584,0.000299584,0.000299584
60,650.368,2.06695,1.38468,1.00976,0.59412,0.61295,0.59911,0.29732,1.83468,1.24345,0.93515,0.000276008,0.000276008,0.000276008
61,697.198,2.06331,1.42204,1.0328,0.61328,0.57895,0.59811,0.3051,1.8055,1.23186,0.93346,0.000252431,0.000252431,0.000252431
62,708.137,2.05399,1.41591,1.03773,0.61542,0.66947,0.64467,0.34173,1.65551,1.13682,0.91469,0.000228855,0.000228855,0.000228855
63,718.639,2.0285,1.39585,1.03006,0.59523,0.65195,0.64503,0.31883,1.7253,1.15175,0.92224,0.000205279,0.000205279,0.000205279
64,729.299,1.99728,1.35621,1.02148,0.62231,0.62902,0.63883,0.33776,1.68885,1.12424,0.91809,0.000181703,0.000181703,0.000181703
65,739.936,1.98894,1.376,1.01832,0.61206,0.63366,0.64548,0.30098,1.70466,1.12611,0.9176,0.000158127,0.000158127,0.000158127
66,750.513,1.98951,1.36025,1.01894,0.61527,0.61719,0.65165,0.35186,1.67084,1.11196,0.9135,0.000134551,0.000134551,0.000134551
67,761.123,1.96168,1.34642,1.01302,0.59865,0.68388,0.66357,0.34741,1.64105,1.10464,0.91025,0.000110975,0.000110975,0.000110975
68,771.723,1.9586,1.33468,1.01747,0.60714,0.67704,0.65442,0.33837,1.67323,1.10757,0.91108,8.73984e-05,8.73984e-05,8.73984e-05
69,782.221,1.94768,1.32273,1.00825,0.60393,0.651,0.64611,0.35585,1.63128,1.07867,0.9079,6.38223e-05,6.38223e-05,6.38223e-05
70,792.815,1.96667,1.34053,1.01154,0.592,0.64102,0.6465,0.34767,1.61619,1.07924,0.90638,4.02461e-05,4.02461e-05,4.02461e-05
