epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,445.808,2.10214,1.40896,1.01259,0.60966,0.57368,0.56627,0.26592,1.82625,1.30219,0.93532,0.000700378,0.000700378,0.000700378
43,456.314,2.08273,1.38789,1.00417,0.60297,0.55119,0.58622,0.30787,1.81803,1.23665,0.9367,0.000676802,0.000676802,0.000676802
44,466.833,2.05669,1.3865,1.00362,0.55688,0.62114,0.57289,0.28256,1.79922,1.37236,0.93368,0.000653226,0.000653226,0.000653226
45,477.363,2.07555,1.38618,1.01698,0.6403,0.56506,0.6084,0.30108,1.81975,1.22364,0.93587,0.00062965,0.00062965,0.00062965
46,487.865,2.06612,1.37747,1.0022,0.52445,0.65329,0.62535,0.34768,1.68977,1.17331,0.91739,0.000606074,0.000606074,0.000606074
47,498.395,2.03086,1.34683,0.99832,0.54602,0.63279,0.61478,0.30617,1.90268,1.25238,0.94553,0.000582497,0.000582497,0.000582497
48,508.919,2.03305,1.35278,0.99817,0.58957,0.59902,0.59803,0.30038,1.79667,1.22467,0.93056,0.000558921,0.000558921,0.000558921
49,519.385,2.02776,1.34727,1.00357,0.69529,0.55432,0.60359,0.29812,1.76612,1.20836,0.92269,0.000535345,0.000535345,0.000535345
50,529.82,2.04248,1.34656,0.99981,0.59186,0.68126,0.67423,0.36126,1.73928,1.16368,0.91933,0.000511769,0.000511769,0.000511769
51,540.318,2.01075,1.33495,1.00093,0.6385,0.58589,0.63114,0.32721,1.8807,1.21968,0.94086,0.000488193,0.000488193,0.000488193
52,550.799,1.98466,1.31414,0.98922,0.66905,0.61371,0.64582,0.34455,1.7795,1.1948,0.92698,0.000464617,0.000464617,0.000464617
53,561.281,1.98672,1.31193,0.99233,0.67424,0.59474,0.64948,0.3439,1.71357,1.13752,0.91694,0.000441041,0.000441041,0.000441041
54,571.783,1.98886,1.30676,0.99029,0.63592,0.63297,0.6653,0.35695,1.67506,1.13451,0.91231,0.000417464,0.000417464,0.000417464
55,582.23,1.96259,1.2827,0.98514,0.59739,0.63282,0.61468,0.30985,1.73006,1.1475,0.92268,0.000393888,0.000393888,0.000393888
56,592.691,1.9793,1.29811,0.98398,0.66319,0.60441,0.62862,0.30471,1.70409,1.18975,0.91641,0.000370312,0.000370312,0.000370312
57,603.162,1.9843,1.30386,0.98456,0.66149,0.60972,0.64546,0.33762,1.6909,1.13993,0.91569,0.000346736,0.000346736,0.000346736
58,613.646,1.97126,1.28058,0.98465,0.69091,0.56057,0.63515,0.31507,1.79343,1.19624,0.93102,0.00032316,0.00032316,0.00032316
59,624.118,1.94193,1.26728,0.98101,0.67762,0.6276,0.66924,0.33842,1.82199,1.17574,0.93688,0.000299584,0.000299584,0.000299584
60,634.601,1.94414,1.26601,0.98337,0.68213,0.67168,0.67464,0.36787,1.72901,1.16362,0.91779,0.000276008,0.000276008,0.000276008
61,678.283,1.96486,1.3133,1.00987,0.67026,0.65569,0.6876,0.37557,1.69799,1.14883,0.91267,0.000252431,0.000252431,0.000252431
62,688.727,1.93606,1.29698,1.01061,0.65729,0.68964,0.69184,0.35951,1.64571,1.16884,0.90576,0.000228855,0.000228855,0.000228855
63,699.025,1.92519,1.28418,1.00444,0.63719,0.67822,0.68602,0.36939,1.64162,1.09079,0.90537,0.000205279,0.000205279,0.000205279
64,709.286,1.90587,1.26816,1.0001,0.68036,0.6889,0.69301,0.39088,1.58467,1.07213,0.90008,0.000181703,0.000181703,0.000181703
65,719.559,1.882,1.2688,0.99403,0.70036,0.63865,0.67063,0.34845,1.60104,1.11485,0.90144,0.000158127,0.000158127,0.000158127
66,729.934,1.88433,1.26408,0.9952,0.67214,0.66928,0.68933,0.39343,1.56561,1.10746,0.89614,0.000134551,0.000134551,0.000134551
67,740.285,1.87675,1.25587,0.99311,0.68877,0.67511,0.69621,0.39786,1.58228,1.08684,0.89776,0.000110975,0.000110975,0.000110975
68,750.609,1.86186,1.24526,0.99561,0.70314,0.64854,0.68691,0.38982,1.56351,1.07622,0.89528,8.73984e-05,8.73984e-05,8.73984e-05
69,760.893,1.85199,1.22775,0.98683,0.68597,0.669,0.70275,0.40464,1.55887,1.06517,0.89383,6.38223e-05,6.38223e-05,6.38223e-05
70,771.147,1.85979,1.23473,0.98815,0.65211,0.70519,0.68996,0.38065,1.57693,1.0832,0.89558,4.02461e-05,4.02461e-05,4.02461e-05
