epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,443.667,2.02926,1.33137,0.99893,0.54079,0.54828,0.54391,0.25428,1.87971,1.28843,0.93892,0.000700378,0.000700378,0.000700378
43,454.189,2.03175,1.34023,1.0059,0.62314,0.50838,0.56409,0.29071,1.76123,1.19696,0.9321,0.000676802,0.000676802,0.000676802
44,464.745,2.00547,1.33265,0.99753,0.55567,0.54736,0.55793,0.30101,1.88811,1.25117,0.94073,0.000653226,0.000653226,0.000653226
45,475.349,2.01499,1.33895,0.99429,0.57536,0.48271,0.50064,0.23449,1.78319,1.35609,0.92963,0.00062965,0.00062965,0.00062965
46,485.866,2.00691,1.31125,0.99082,0.52784,0.58087,0.51508,0.25771,1.64109,1.29231,0.90862,0.000606074,0.000606074,0.000606074
47,496.408,1.99326,1.31776,0.98855,0.61469,0.57111,0.61668,0.30966,1.71831,1.16551,0.92092,0.000582497,0.000582497,0.000582497
48,506.906,2.00703,1.31608,0.98597,0.51064,0.64051,0.59944,0.30871,1.7331,1.22342,0.928,0.000558921,0.000558921,0.000558921
49,517.434,1.96924,1.29548,0.98888,0.69538,0.51725,0.58918,0.32004,1.64659,1.21817,0.90839,0.000535345,0.000535345,0.000535345
50,527.997,1.99102,1.29526,0.98736,0.62933,0.47153,0.50971,0.21655,2.09468,1.29023,0.96463,0.000511769,0.000511769,0.000511769
51,538.565,1.98308,1.2829,0.98788,0.58822,0.63195,0.61509,0.32656,1.76474,1.18479,0.93058,0.000488193,0.000488193,0.000488193
52,549.072,1.93651,1.269,0.98004,0.61784,0.59393,0.6267,0.34984,1.64375,1.11109,0.91468,0.000464617,0.000464617,0.000464617
53,559.657,1.9507,1.26258,0.97612,0.64192,0.55429,0.621,0.33805,1.67769,1.13723,0.91788,0.000441041,0.000441041,0.000441041
54,570.223,1.95282,1.27271,0.98164,0.53551,0.60681,0.60879,0.32986,1.63067,1.16193,0.90532,0.000417464,0.000417464,0.000417464
55,580.735,1.93529,1.24405,0.97944,0.6164,0.57372,0.54747,0.28848,1.65453,1.19733,0.91181,0.000393888,0.000393888,0.000393888
56,591.296,1.94858,1.25762,0.97967,0.69213,0.54741,0.6162,0.30146,1.84168,1.21872,0.93416,0.000370312,0.000370312,0.000370312
57,601.834,1.9119,1.23755,0.97188,0.65066,0.61426,0.62734,0.33671,1.61576,1.16423,0.9032,0.000346736,0.000346736,0.000346736
58,612.358,1.93737,1.2485,0.97847,0.61594,0.59981,0.59566,0.30946,1.68769,1.1966,0.90748,0.00032316,0.00032316,0.00032316
59,622.927,1.90018,1.2263,0.97443,0.57078,0.65772,0.60058,0.32184,1.59118,1.11283,0.90293,0.000299584,0.000299584,0.000299584
60,633.452,1.87878,1.21451,0.96994,0.60078,0.58518,0.58204,0.31319,1.59299,1.13584,0.90018,0.000276008,0.000276008,0.000276008
61,680.776,1.96205,1.29186,1.01332,0.6217,0.64195,0.65023,0.35975,1.63926,1.11226,0.90594,0.000252431,0.000252431,0.000252431
62,691.393,1.89348,1.25686,0.99889,0.55129,0.74901,0.63858,0.35171,1.56811,1.08725,0.89749,0.000228855,0.000228855,0.000228855
63,701.797,1.87562,1.23978,0.9938,0.54458,0.67761,0.63283,0.32618,1.67695,1.11577,0.90823,0.000205279,0.000205279,0.000205279
64,712.218,1.86679,1.22701,0.98677,0.57827,0.62003,0.62516,0.30509,1.69091,1.10567,0.90939,0.000181703,0.000181703,0.000181703
65,722.615,1.86337,1.22471,0.99119,0.59032,0.61068,0.64407,0.35303,1.56495,1.07273,0.89866,0.000158127,0.000158127,0.000158127
66,733,1.84767,1.21065,0.9846,0.56285,0.71418,0.62961,0.32109,1.68069,1.10056,0.90754,0.000134551,0.000134551,0.000134551
67,743.419,1.84958,1.21635,0.98694,0.52564,0.73114,0.62432,0.33356,1.62845,1.09634,0.90141,0.000110975,0.000110975,0.000110975
68,753.851,1.82924,1.19922,0.98481,0.5423,0.70661,0.63805,0.35265,1.54002,1.04857,0.89563,8.73984e-05,8.73984e-05,8.73984e-05
69,764.244,1.83004,1.1937,0.98218,0.54267,0.74067,0.64556,0.36254,1.52201,1.05228,0.89356,6.38223e-05,6.38223e-05,6.38223e-05
70,774.618,1.82095,1.19803,0.98083,0.5395,0.71983,0.62569,0.34838,1.53906,1.0739,0.89547,4.02461e-05,4.02461e-05,4.02461e-05
